year,month,flat_type,block,street_name,storey_range,min_storey,max_storey,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,uniqueID
2016,3,4,238,HOUGANG AVE 1,04 TO 06,4,6,110,Model A,1984,67,435000,173133
2016,3,4,467,HOUGANG AVE 8,07 TO 09,7,9,107,Model A,1992,75,450000,173134
2016,3,4,425,HOUGANG AVE 6,07 TO 09,7,9,103,Model A,1990,72,465000,173135
2016,3,4,524,HOUGANG AVE 6,07 TO 09,7,9,105,Model A,1987,70,468000,173136
2016,3,5,251,HOUGANG AVE 3,01 TO 03,1,3,121,Improved,1985,67,400000,173137
2016,3,5,954,HOUGANG AVE 9,04 TO 06,4,6,121,Improved,1999,82,422000,173138
2016,3,5,325,HOUGANG AVE 7,01 TO 03,1,3,121,Improved,1983,66,432000,173139
2016,3,5,984D,BUANGKOK LINK,13 TO 15,13,15,110,Improved,2004,87,445000,173140
2016,3,5,630,HOUGANG AVE 8,01 TO 03,1,3,122,Improved,1986,69,448000,173141
2016,3,5,926,HOUGANG ST 91,01 TO 03,1,3,120,Improved,1998,81,452000,173142
2016,3,5,912,HOUGANG ST 91,13 TO 15,13,15,121,Improved,1997,80,455000,173143
2016,3,5,574,HOUGANG ST 51,04 TO 06,4,6,117,Improved,1997,80,470000,173144
2016,3,5,698B,HOUGANG ST 61,04 TO 06,4,6,120,Improved,1999,82,470000,173145
2016,3,5,643,HOUGANG AVE 8,13 TO 15,13,15,120,Improved,1987,70,475000,173146
2016,3,5,958,HOUGANG ST 91,07 TO 09,7,9,116,Improved,1999,82,482000,173147
2016,3,5,310,HOUGANG AVE 5,10 TO 12,10,12,126,Improved,1984,66,493000,173148
2016,3,5,408,HOUGANG AVE 10,07 TO 09,7,9,121,Improved,1986,69,500000,173149
2016,3,5,171,HOUGANG AVE 1,07 TO 09,7,9,120,Improved,1998,80,505000,173150
2016,3,5,306,HOUGANG AVE 5,07 TO 09,7,9,131,Model A,1983,66,505000,173151
2016,3,5,930,HOUGANG ST 91,13 TO 15,13,15,120,Improved,1998,81,513000,173152
2016,3,5,927,HOUGANG ST 91,07 TO 09,7,9,120,Improved,1998,81,520000,173153
2016,3,5,408,HOUGANG AVE 10,10 TO 12,10,12,121,Improved,1986,69,525000,173154
2016,3,5,310,HOUGANG AVE 5,13 TO 15,13,15,121,Improved,1984,66,528000,173155
2016,3,5,172,HOUGANG AVE 1,10 TO 12,10,12,122,Improved,1997,80,559888,173156
2016,3,5,111,HOUGANG AVE 1,01 TO 03,1,3,137,Improved-Maisonette,1983,66,655000,173157
2016,3,5,836,HOUGANG CTRL,10 TO 12,10,12,116,Improved,1997,80,670000,173158
2016,3,EXECUTIVE,960,HOUGANG AVE 9,01 TO 03,1,3,137,Apartment,1999,82,500000,173159
2016,3,EXECUTIVE,961,HOUGANG AVE 9,04 TO 06,4,6,137,Apartment,1999,82,560000,173160
2016,3,EXECUTIVE,959,HOUGANG ST 91,07 TO 09,7,9,137,Apartment,1999,82,562000,173161
2016,3,EXECUTIVE,628,HOUGANG AVE 8,07 TO 09,7,9,148,Maisonette,1986,69,668000,173162
2016,3,EXECUTIVE,522,HOUGANG AVE 6,04 TO 06,4,6,151,Maisonette,1987,70,705100,173163
2016,3,EXECUTIVE,522,HOUGANG AVE 6,10 TO 12,10,12,145,Maisonette,1987,70,785000,173164
2016,3,EXECUTIVE,237,HOUGANG ST 21,10 TO 12,10,12,150,Maisonette,1984,67,828000,173165
2016,3,3,411,PANDAN GDNS,07 TO 09,7,9,72,Improved,1979,62,260000,173166
2016,3,3,225A,JURONG EAST ST 21,01 TO 03,1,3,67,New Generation,1984,67,280000,173167
2016,3,3,241,JURONG EAST ST 24,01 TO 03,1,3,68,New Generation,1983,65,280000,173168
2016,3,3,253,JURONG EAST ST 24,01 TO 03,1,3,70,New Generation,1985,68,281000,173169
2016,3,3,412,PANDAN GDNS,07 TO 09,7,9,72,Improved,1979,62,282000,173170
2016,3,3,349,JURONG EAST AVE 1,01 TO 03,1,3,74,Model A,1986,69,288000,173171
2016,3,3,210,JURONG EAST ST 21,04 TO 06,4,6,67,New Generation,1983,66,297000,173172
2016,3,3,110,JURONG EAST ST 13,13 TO 15,13,15,68,New Generation,1982,65,335000,173173
2016,3,4,52,TEBAN GDNS RD,10 TO 12,10,12,83,Simplified,1987,70,310000,173174
2016,3,4,54,TEBAN GDNS RD,04 TO 06,4,6,83,Simplified,1986,69,318000,173175
2016,3,4,62,TEBAN GDNS RD,25 TO 27,25,27,90,Model A,2003,86,400000,173176
2016,3,4,219,JURONG EAST ST 21,04 TO 06,4,6,91,New Generation,1985,68,412000,173177
2016,3,4,332,JURONG EAST AVE 1,07 TO 09,7,9,106,Model A,1985,68,415000,173178
2016,3,4,266,TOH GUAN RD,07 TO 09,7,9,101,Model A,1998,81,455000,173179
2016,3,4,324,JURONG EAST ST 31,10 TO 12,10,12,104,Model A,1984,67,460000,173180
2016,3,4,265,TOH GUAN RD,10 TO 12,10,12,101,Model A,1998,81,515000,173181
2016,3,5,413,PANDAN GDNS,01 TO 03,1,3,117,Standard,1979,62,356000,173182
2016,3,5,403,PANDAN GDNS,04 TO 06,4,6,104,Standard,1979,62,375000,173183
2016,3,5,60,TEBAN GDNS RD,16 TO 18,16,18,116,Improved,2003,86,451000,173184
2016,3,5,60,TEBAN GDNS RD,10 TO 12,10,12,116,Improved,2003,86,455000,173185
2016,3,5,60,TEBAN GDNS RD,19 TO 21,19,21,116,Improved,2003,86,475000,173186
2016,3,5,406,PANDAN GDNS,10 TO 12,10,12,129,Standard,1979,62,480000,173187
2016,3,5,312,JURONG EAST ST 32,04 TO 06,4,6,134,Model A,1984,67,520000,173188
2016,3,5,111,JURONG EAST ST 13,10 TO 12,10,12,120,Improved,1981,64,605000,173189
2016,3,5,272,TOH GUAN RD,07 TO 09,7,9,121,Improved,1999,82,607000,173190
2016,3,5,230,JURONG EAST ST 21,19 TO 21,19,21,120,Improved,1981,64,610000,173191
2016,3,5,103,JURONG EAST ST 13,01 TO 03,1,3,120,Improved,1982,65,615000,173192
2016,3,5,281,TOH GUAN RD,07 TO 09,7,9,120,Improved,1998,81,635000,173193
2016,3,5,265,TOH GUAN RD,07 TO 09,7,9,121,Improved,1998,81,646800,173194
2016,3,5,265,TOH GUAN RD,19 TO 21,19,21,121,Improved,1998,81,673000,173195
2016,3,EXECUTIVE,286B,TOH GUAN RD,16 TO 18,16,18,143,Apartment,1998,81,785000,173196
2016,3,3,209,BOON LAY PL,10 TO 12,10,12,65,Improved,1976,59,228000,173197
2016,3,3,187,BOON LAY AVE,04 TO 06,4,6,59,Improved,1978,61,250000,173198
2016,3,3,208,BOON LAY PL,13 TO 15,13,15,65,Improved,1976,59,250000,173199
2016,3,3,211,BOON LAY PL,07 TO 09,7,9,65,Improved,1976,59,250000,173200
2016,3,3,186,BOON LAY AVE,13 TO 15,13,15,59,Improved,1975,58,260000,173201
2016,3,3,492,JURONG WEST ST 41,04 TO 06,4,6,64,Simplified,1986,69,263000,173202
2016,3,3,176,BOON LAY DR,04 TO 06,4,6,59,Improved,1978,61,265000,173203
2016,3,3,210,BOON LAY PL,10 TO 12,10,12,65,Improved,1977,60,275000,173204
2016,3,3,175,BOON LAY DR,10 TO 12,10,12,59,Improved,1978,61,277000,173205
2016,3,3,211,BOON LAY PL,16 TO 18,16,18,65,Improved,1976,59,278000,173206
2016,3,3,511,JURONG WEST ST 52,04 TO 06,4,6,74,Model A,1984,67,280000,173207
2016,3,3,474,JURONG WEST ST 41,04 TO 06,4,6,73,Model A,1984,67,282000,173208
2016,3,3,210,BOON LAY PL,19 TO 21,19,21,65,Improved,1977,60,295000,173209
2016,3,3,530,JURONG WEST ST 52,01 TO 03,1,3,67,New Generation,1983,66,295000,173210
2016,3,3,928,JURONG WEST ST 92,04 TO 06,4,6,73,Model A,1988,71,300000,173211
2016,3,3,462,JURONG WEST ST 41,07 TO 09,7,9,73,Model A,1984,67,302000,173212
2016,3,3,424,JURONG WEST AVE 1,04 TO 06,4,6,74,Model A,1984,67,304999,173213
2016,3,3,475,JURONG WEST ST 41,04 TO 06,4,6,73,Model A,1984,67,305000,173214
2016,3,3,518,JURONG WEST ST 52,04 TO 06,4,6,74,Model A,1984,67,320000,173215
2016,3,3,511,JURONG WEST ST 52,04 TO 06,4,6,74,Model A,1984,67,330000,173216
2016,3,3,337B,TAH CHING RD,19 TO 21,19,21,64,Model A,2010,93,338000,173217
2016,3,3,514,JURONG WEST ST 52,07 TO 09,7,9,74,Model A,1984,67,344000,173218
2016,3,4,922,JURONG WEST ST 92,04 TO 06,4,6,104,Model A,1988,71,320000,173219
2016,3,4,908,JURONG WEST ST 91,01 TO 03,1,3,103,Model A,1989,72,330000,173220
2016,3,4,941,JURONG WEST ST 91,04 TO 06,4,6,105,Model A,1989,72,330000,173221
2016,3,4,484,JURONG WEST AVE 1,04 TO 06,4,6,100,New Generation,1985,68,338000,173222
2016,3,4,817,JURONG WEST ST 81,01 TO 03,1,3,107,Model A,1993,76,338000,173223
2016,3,4,866,JURONG WEST ST 81,07 TO 09,7,9,105,Model A,1996,79,342000,173224
2016,3,4,947,JURONG WEST ST 91,01 TO 03,1,3,105,Model A,1989,72,345000,173225
2016,3,4,716,JURONG WEST ST 71,10 TO 12,10,12,111,Model A,1991,73,353000,173226
2016,3,4,852,JURONG WEST ST 81,10 TO 12,10,12,107,Model A,1996,79,356000,173227
2016,3,4,721,JURONG WEST AVE 5,04 TO 06,4,6,104,Model A,1989,72,357000,173228
2016,3,4,483,JURONG WEST ST 41,10 TO 12,10,12,92,New Generation,1985,68,360000,173229
2016,3,4,153,YUNG HO RD,04 TO 06,4,6,104,Model A,1990,73,360000,173230
2016,3,4,655B,JURONG WEST ST 61,01 TO 03,1,3,85,Model A2,2002,85,364000,173231
2016,3,4,713,JURONG WEST ST 71,07 TO 09,7,9,104,Model A,1990,73,365000,173232
2016,3,4,920,JURONG WEST ST 92,10 TO 12,10,12,103,Model A,1989,71,370000,173233
2016,3,4,419,JURONG WEST ST 42,10 TO 12,10,12,84,Simplified,1985,68,374000,173234
2016,3,4,717,JURONG WEST ST 71,10 TO 12,10,12,106,Model A,1991,73,375000,173235
2016,3,4,934,JURONG WEST ST 91,10 TO 12,10,12,104,Model A,1988,71,375888,173236
2016,3,4,488,JURONG WEST AVE 1,10 TO 12,10,12,92,New Generation,1985,67,380000,173237
2016,3,4,449,JURONG WEST ST 42,07 TO 09,7,9,104,Model A,1985,67,380000,173238
2016,3,4,613,JURONG WEST ST 62,01 TO 03,1,3,94,Premium Apartment,2001,83,388000,173239
2016,3,4,368,CORPORATION DR,04 TO 06,4,6,102,Model A,1997,80,390000,173240
2016,3,4,647,JURONG WEST ST 61,07 TO 09,7,9,100,Model A,1998,81,390000,173241
2016,3,4,674A,JURONG WEST ST 65,04 TO 06,4,6,91,Model A,2002,85,390000,173242
2016,3,4,717,JURONG WEST ST 71,07 TO 09,7,9,104,Model A,1991,73,390000,173243
2016,3,4,348,KANG CHING RD,01 TO 03,1,3,102,Model A,1997,80,393000,173244
2016,3,4,657A,JURONG WEST ST 65,01 TO 03,1,3,91,Model A,2002,85,400000,173245
2016,3,4,353,KANG CHING RD,01 TO 03,1,3,102,Model A,1997,80,400000,173246
2016,3,4,541,JURONG WEST AVE 1,04 TO 06,4,6,103,Model A,1984,67,401000,173247
2016,3,4,621,JURONG WEST ST 65,16 TO 18,16,18,85,Model A2,2000,83,405000,173248
2016,3,4,686C,JURONG WEST CTRL 1,04 TO 06,4,6,93,Premium Apartment,2000,83,408000,173249
2016,3,4,655B,JURONG WEST ST 61,07 TO 09,7,9,85,Model A2,2002,85,408000,173250
2016,3,4,361,YUNG AN RD,07 TO 09,7,9,108,Model A,1995,78,408000,173251
2016,3,4,608,JURONG WEST ST 65,04 TO 06,4,6,95,Premium Apartment,2001,84,410000,173252
2016,3,4,986B,JURONG WEST ST 93,04 TO 06,4,6,93,Premium Apartment,2008,91,410000,173253
2016,3,4,436,JURONG WEST AVE 1,04 TO 06,4,6,104,Model A,1985,68,412000,173254
2016,3,4,668A,JURONG WEST ST 64,04 TO 06,4,6,90,Model A2,2000,83,415188,173255
2016,3,4,668C,JURONG WEST ST 64,07 TO 09,7,9,86,Model A2,2000,83,420000,173256
2016,3,4,485,JURONG WEST AVE 1,07 TO 09,7,9,107,Model A,1984,67,428000,173257
2016,3,4,647,JURONG WEST ST 61,04 TO 06,4,6,100,Model A,1998,81,428000,173258
2016,3,4,265,BOON LAY DR,04 TO 06,4,6,113,Model A,1995,78,430000,173259
2016,3,4,337D,TAH CHING RD,04 TO 06,4,6,94,Model A,2010,93,431888,173260
2016,3,4,486,JURONG WEST AVE 1,07 TO 09,7,9,91,New Generation,1985,67,438000,173261
2016,3,4,476,JURONG WEST ST 41,01 TO 03,1,3,103,Model A,1984,67,440000,173262
2016,3,4,682C,JURONG WEST CTRL 1,13 TO 15,13,15,94,Premium Apartment,2000,83,445000,173263
2016,3,4,660A,JURONG WEST ST 64,16 TO 18,16,18,91,Model A,2001,84,446000,173264
2016,3,4,694,JURONG WEST CTRL 1,04 TO 06,4,6,102,Premium Apartment,1998,81,450000,173265
2016,3,4,662A,JURONG WEST ST 64,07 TO 09,7,9,91,Model A,2001,84,458000,173266
2016,3,4,684A,JURONG WEST ST 64,13 TO 15,13,15,93,Premium Apartment,2000,83,460000,173267
2016,3,4,338B,KANG CHING RD,19 TO 21,19,21,89,Model A,2012,95,468000,173268
2016,3,4,696,JURONG WEST CTRL 1,10 TO 12,10,12,106,Premium Apartment,1998,81,470000,173269
2016,3,4,337C,TAH CHING RD,19 TO 21,19,21,92,Model A,2010,93,483000,173270
2016,3,5,271C,JURONG WEST ST 24,07 TO 09,7,9,112,Premium Apartment,2003,86,380000,173271
2016,3,5,938,JURONG WEST ST 91,04 TO 06,4,6,121,Improved,1989,72,381000,173272
2016,3,5,847,JURONG WEST ST 81,04 TO 06,4,6,129,Improved,1996,79,410000,173273
2016,3,5,427,JURONG WEST AVE 1,01 TO 03,1,3,136,Model A,1985,68,415000,173274
2016,3,5,276B,JURONG WEST AVE 3,04 TO 06,4,6,111,Improved,2002,85,420000,173275
2016,3,5,667D,JURONG WEST ST 65,01 TO 03,1,3,110,Improved,2000,83,425000,173276
2016,3,5,707,JURONG WEST ST 71,04 TO 06,4,6,127,Improved,1995,78,433000,173277
2016,3,5,624,JURONG WEST ST 61,07 TO 09,7,9,110,Improved,2001,83,443000,173278
2016,3,5,744,JURONG WEST ST 73,10 TO 12,10,12,128,Improved,1993,76,455000,173279
2016,3,5,986A,JURONG WEST ST 93,04 TO 06,4,6,110,Premium Apartment,2008,91,458000,173280
2016,3,5,673C,JURONG WEST ST 65,04 TO 06,4,6,110,Improved,2002,85,468000,173281
2016,3,5,648C,JURONG WEST ST 61,07 TO 09,7,9,110,Improved,2001,84,480000,173282
2016,3,5,678A,JURONG WEST ST 64,13 TO 15,13,15,110,Premium Apartment,2008,91,480000,173283
2016,3,5,986C,JURONG WEST ST 93,04 TO 06,4,6,110,Premium Apartment,2008,91,480000,173284
2016,3,5,652B,JURONG WEST ST 61,10 TO 12,10,12,110,Improved,2002,85,500000,173285
2016,3,5,182,YUNG SHENG RD,13 TO 15,13,15,116,Improved,2001,84,500000,173286
2016,3,5,522,JURONG WEST ST 52,01 TO 03,1,3,118,Improved,1982,65,505000,173287
2016,3,5,695,JURONG WEST CTRL 1,01 TO 03,1,3,128,Premium Apartment,1998,81,508000,173288
2016,3,5,609,JURONG WEST ST 65,07 TO 09,7,9,115,Premium Apartment,2001,84,508000,173289
2016,3,5,652B,JURONG WEST ST 61,13 TO 15,13,15,110,Improved,2002,85,510000,173290
2016,3,5,652B,JURONG WEST ST 61,16 TO 18,16,18,110,Improved,2002,85,510000,173291
2016,3,5,685C,JURONG WEST CTRL 1,16 TO 18,16,18,111,Premium Apartment,2000,83,515000,173292
2016,3,5,676B,JURONG WEST ST 64,13 TO 15,13,15,110,Premium Apartment,2008,91,515000,173293
2016,3,5,989C,JURONG WEST ST 93,13 TO 15,13,15,110,Premium Apartment,2008,91,515000,173294
2016,3,5,523,JURONG WEST ST 52,04 TO 06,4,6,118,Improved,1982,65,518000,173295
2016,3,5,661C,JURONG WEST ST 64,04 TO 06,4,6,110,Improved,2001,84,520000,173296
2016,3,5,517E,JURONG WEST ST 52,01 TO 03,1,3,115,Improved,2000,83,555000,173297
2016,3,5,687,JURONG WEST CTRL 1,07 TO 09,7,9,118,Premium Apartment,1998,81,568000,173298
2016,3,5,690,JURONG WEST CTRL 1,07 TO 09,7,9,120,Premium Apartment,1998,81,580000,173299
2016,3,EXECUTIVE,274B,JURONG WEST ST 25,07 TO 09,7,9,126,Apartment,2002,84,430000,173300
2016,3,EXECUTIVE,627,JURONG WEST ST 65,01 TO 03,1,3,130,Apartment,2001,84,500000,173301
2016,3,EXECUTIVE,859,JURONG WEST ST 81,04 TO 06,4,6,142,Apartment,1997,79,518000,173302
2016,3,EXECUTIVE,626,JURONG WEST ST 65,04 TO 06,4,6,130,Apartment,2001,84,520000,173303
2016,3,EXECUTIVE,719,JURONG WEST AVE 5,01 TO 03,1,3,146,Maisonette,1992,75,540000,173304
2016,3,EXECUTIVE,701,JURONG WEST ST 71,10 TO 12,10,12,143,Apartment,1993,76,555000,173305
2016,3,EXECUTIVE,841,JURONG WEST ST 81,13 TO 15,13,15,147,Apartment,1993,76,560000,173306
2016,3,EXECUTIVE,548,JURONG WEST ST 42,04 TO 06,4,6,150,Maisonette,1985,68,575000,173307
2016,3,EXECUTIVE,549,JURONG WEST ST 42,04 TO 06,4,6,148,Maisonette,1986,69,580000,173308
2016,3,EXECUTIVE,683B,JURONG WEST CTRL 1,01 TO 03,1,3,132,Premium Apartment,2000,83,588000,173309
2016,3,EXECUTIVE,627,JURONG WEST ST 65,07 TO 09,7,9,130,Apartment,2001,84,590000,173310
2016,3,EXECUTIVE,714,JURONG WEST ST 71,10 TO 12,10,12,150,Maisonette,1991,73,590000,173311
2016,3,EXECUTIVE,656D,JURONG WEST ST 61,13 TO 15,13,15,132,Apartment,2002,85,595000,173312
2016,3,EXECUTIVE,613,JURONG WEST ST 62,13 TO 15,13,15,134,Premium Apartment,2001,83,595000,173313
2016,3,EXECUTIVE,665B,JURONG WEST ST 64,07 TO 09,7,9,130,Apartment,2000,83,610000,173314
2016,3,EXECUTIVE,665A,JURONG WEST ST 64,10 TO 12,10,12,130,Apartment,2000,83,642888,173315
2016,3,EXECUTIVE,685A,JURONG WEST ST 64,10 TO 12,10,12,132,Premium Apartment,2000,83,682500,173316
2016,3,3,43,BENDEMEER RD,04 TO 06,4,6,63,Standard,1981,63,295000,173317
2016,3,3,4,JLN BATU,01 TO 03,1,3,60,Standard,1969,51,300000,173318
2016,3,3,97,WHAMPOA DR,07 TO 09,7,9,66,Improved,1980,63,303000,173319
2016,3,3,74,WHAMPOA DR,13 TO 15,13,15,66,Improved,1981,64,310000,173320
2016,3,3,97,WHAMPOA DR,07 TO 09,7,9,75,Improved,1980,63,311888,173321
2016,3,3,68,GEYLANG BAHRU,01 TO 03,1,3,65,Improved,1974,57,315000,173322
2016,3,3,85,WHAMPOA DR,10 TO 12,10,12,65,Improved,1974,56,315000,173323
2016,3,3,57,GEYLANG BAHRU,07 TO 09,7,9,65,Improved,1974,57,325000,173324
2016,3,3,8,ST. GEORGE'S LANE,07 TO 09,7,9,68,New Generation,1982,65,340000,173325
2016,3,3,1,BEACH RD,07 TO 09,7,9,68,Improved,1979,62,350000,173326
2016,3,3,801,FRENCH RD,10 TO 12,10,12,59,Improved,1979,61,367000,173327
2016,3,3,34,WHAMPOA WEST,01 TO 03,1,3,68,Improved,1972,54,367000,173328
2016,3,3,462,CRAWFORD LANE,07 TO 09,7,9,60,Improved,1981,64,370000,173329
2016,3,3,28,BENDEMEER RD,01 TO 03,1,3,71,Improved,1972,54,370000,173330
2016,3,3,12,FARRER PK RD,19 TO 21,19,21,62,Model A,2004,87,460000,173331
2016,3,3,5A,UPP BOON KENG RD,04 TO 06,4,6,67,Model A,2012,95,470000,173332
2016,3,3,38D,BENDEMEER RD,04 TO 06,4,6,69,Model A,2012,95,490000,173333
2016,3,3,8,BOON KENG RD,10 TO 12,10,12,70,DBSS,2011,93,614000,173334
2016,3,3,8,BOON KENG RD,07 TO 09,7,9,70,DBSS,2011,93,640000,173335
2016,3,4,83,WHAMPOA DR,01 TO 03,1,3,91,Improved,1974,56,400000,173336
2016,3,4,1,ST. GEORGE'S RD,07 TO 09,7,9,82,Improved,1976,59,420888,173337
2016,3,4,111,WHAMPOA RD,01 TO 03,1,3,102,Model A,1997,80,530000,173338
2016,3,4,2D,UPP BOON KENG RD,01 TO 03,1,3,90,Model A,2006,89,540000,173339
2016,3,4,15,FARRER PK RD,19 TO 21,19,21,75,Model A,2004,87,560000,173340
2016,3,4,683,TESSENSOHN RD,07 TO 09,7,9,103,Model A,1986,69,560000,173341
2016,3,4,43,CAMBRIDGE RD,04 TO 06,4,6,91,New Generation,1982,65,570000,173342
2016,3,4,5,BOON KENG RD,01 TO 03,1,3,108,Model A,1996,79,590000,173343
2016,3,4,108,MCNAIR RD,13 TO 15,13,15,104,Model A,1987,70,590000,173344
2016,3,4,2A,UPP BOON KENG RD,16 TO 18,16,18,90,Model A,2006,89,600000,173345
2016,3,4,14,UPP BOON KENG RD,13 TO 15,13,15,101,Model A,1999,82,615000,173346
2016,3,4,813,JELLICOE RD,07 TO 09,7,9,91,Model A,2003,86,695000,173347
2016,3,4,38B,BENDEMEER RD,19 TO 21,19,21,89,Model A,2012,95,702000,173348
2016,3,4,3B,UPP BOON KENG RD,19 TO 21,19,21,90,Model A,2006,89,730000,173349
2016,3,4,8,BOON KENG RD,19 TO 21,19,21,95,DBSS,2011,93,760000,173350
2016,3,4,8,BOON KENG RD,25 TO 27,25,27,95,DBSS,2011,93,780000,173351
2016,3,5,60,GEYLANG BAHRU,04 TO 06,4,6,122,Improved,1999,81,615000,173352
2016,3,5,115,WHAMPOA RD,04 TO 06,4,6,131,Model A,1994,76,631000,173353
2016,3,5,122,MCNAIR RD,13 TO 15,13,15,130,Improved,1987,70,700000,173354
2016,3,5,2B,UPP BOON KENG RD,10 TO 12,10,12,110,Improved,2006,89,800000,173355
2016,3,5,7,BOON KENG RD,10 TO 12,10,12,107,DBSS,2011,93,833000,173356
2016,3,5,8,BOON KENG RD,16 TO 18,16,18,107,DBSS,2011,93,855000,173357
2016,3,5,9,BOON KENG RD,34 TO 36,34,36,117,DBSS,2011,93,988000,173358
2016,3,5,8,BOON KENG RD,40 TO 42,40,42,119,DBSS,2011,93,1004888,173359
2016,3,3,65,MARINE DR,04 TO 06,4,6,65,Improved,1976,59,385000,173360
2016,3,3,57,MARINE TER,01 TO 03,1,3,65,Improved,1975,58,388000,173361
2016,3,3,30,MARINE CRES,07 TO 09,7,9,65,Improved,1975,58,409000,173362
2016,3,3,32,MARINE CRES,07 TO 09,7,9,76,Improved,1975,58,458000,173363
2016,3,3,33,MARINE CRES,07 TO 09,7,9,76,Improved,1975,58,475888,173364
2016,3,4,35,MARINE CRES,01 TO 03,1,3,82,Improved,1975,58,440000,173365
2016,3,4,45,MARINE CRES,04 TO 06,4,6,88,Improved,1975,58,490000,173366
2016,3,4,63,MARINE DR,04 TO 06,4,6,87,Improved,1976,58,500000,173367
2016,3,4,17,MARINE TER,10 TO 12,10,12,82,Improved,1975,58,506000,173368
2016,3,4,19,MARINE TER,07 TO 09,7,9,88,Improved,1975,57,545000,173369
2016,3,4,76,MARINE DR,04 TO 06,4,6,82,Improved,1976,59,560000,173370
2016,3,4,63,MARINE DR,10 TO 12,10,12,87,Improved,1976,58,568000,173371
2016,3,5,27,MARINE CRES,07 TO 09,7,9,126,Standard,1975,58,758000,173372
2016,3,5,12,MARINE TER,04 TO 06,4,6,120,Standard,1975,57,780000,173373
2016,3,5,29,MARINE CRES,22 TO 24,22,24,120,Standard,1975,58,790000,173374
2016,3,5,3,MARINE TER,16 TO 18,16,18,120,Standard,1975,57,838000,173375
2016,3,4,634,PASIR RIS DR 1,04 TO 06,4,6,104,Model A,1995,78,365000,173376
2016,3,4,107,PASIR RIS ST 12,01 TO 03,1,3,104,Model A,1989,71,380000,173377
2016,3,4,753,PASIR RIS ST 71,01 TO 03,1,3,105,Model A,1996,79,386000,173378
2016,3,4,216,PASIR RIS ST 21,07 TO 09,7,9,108,Model A,1993,76,393000,173379
2016,3,4,102,PASIR RIS ST 12,01 TO 03,1,3,104,Model A,1988,71,395000,173380
2016,3,4,482,PASIR RIS DR 4,01 TO 03,1,3,103,Model A,1989,72,399000,173381
2016,3,4,736,PASIR RIS DR 10,04 TO 06,4,6,104,Model A,1996,79,400000,173382
2016,3,4,743,PASIR RIS ST 71,07 TO 09,7,9,103,Model A,1996,79,400000,173383
2016,3,4,765,PASIR RIS ST 71,07 TO 09,7,9,104,Model A,1996,79,400500,173384
2016,3,4,461,PASIR RIS DR 4,04 TO 06,4,6,104,Model A,1992,75,401388,173385
2016,3,4,406,PASIR RIS DR 6,04 TO 06,4,6,106,Model A,1989,72,410000,173386
2016,3,4,458,PASIR RIS DR 4,10 TO 12,10,12,105,Model A,1992,75,415000,173387
2016,3,4,406,PASIR RIS DR 6,07 TO 09,7,9,106,Model A,1989,72,425000,173388
2016,3,4,723,PASIR RIS ST 72,13 TO 15,13,15,111,Model A,1996,79,430000,173389
2016,3,4,487,PASIR RIS DR 4,07 TO 09,7,9,104,Model A,1992,75,430000,173390
2016,3,4,568,PASIR RIS ST 51,10 TO 12,10,12,104,Model A,1992,75,430000,173391
2016,3,5,138,PASIR RIS ST 11,07 TO 09,7,9,127,Improved,1994,77,440000,173392
2016,3,5,187,PASIR RIS ST 11,01 TO 03,1,3,123,Improved,1993,76,440000,173393
2016,3,5,233,PASIR RIS DR 4,04 TO 06,4,6,126,Improved,1993,76,442000,173394
2016,3,5,198,PASIR RIS ST 12,04 TO 06,4,6,124,Improved,1993,76,447000,173395
2016,3,5,192,PASIR RIS ST 12,01 TO 03,1,3,125,Improved,1993,76,450000,173396
2016,3,5,212,PASIR RIS ST 21,01 TO 03,1,3,128,Improved,1993,76,450000,173397
2016,3,5,234,PASIR RIS DR 4,04 TO 06,4,6,132,Model A,1993,76,460000,173398
2016,3,5,763,PASIR RIS ST 71,01 TO 03,1,3,127,Improved,1996,79,460000,173399
2016,3,5,113,PASIR RIS ST 11,04 TO 06,4,6,131,Improved,1990,73,465000,173400
2016,3,5,629,PASIR RIS DR 3,01 TO 03,1,3,121,Improved,1995,78,465000,173401
2016,3,5,234,PASIR RIS DR 4,10 TO 12,10,12,138,Model A,1993,76,475000,173402
2016,3,5,755,PASIR RIS ST 71,10 TO 12,10,12,127,Improved,1996,79,475000,173403
2016,3,5,216,PASIR RIS ST 21,10 TO 12,10,12,137,Model A,1993,76,480000,173404
2016,3,5,409,PASIR RIS DR 6,04 TO 06,4,6,127,Improved,1989,72,490000,173405
2016,3,5,554,PASIR RIS ST 51,04 TO 06,4,6,122,Improved,1992,75,495500,173406
2016,3,5,637,PASIR RIS DR 1,07 TO 09,7,9,123,Improved,1995,78,510000,173407
2016,3,5,736,PASIR RIS DR 10,10 TO 12,10,12,122,Improved,1996,79,520000,173408
2016,3,5,737,PASIR RIS DR 10,10 TO 12,10,12,124,Improved,1996,79,520000,173409
2016,3,5,567,PASIR RIS ST 51,10 TO 12,10,12,123,Improved,1992,75,520000,173410
2016,3,5,562,PASIR RIS ST 51,13 TO 15,13,15,123,Improved,1993,76,523000,173411
2016,3,5,707,PASIR RIS DR 10,10 TO 12,10,12,123,Improved,1996,78,530000,173412
